"Study.Area","Year","Month","Day","Visit.Start.Date","Visit.Start.Time","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Species.Code","Count","Survey.Observation.Note","Det.Type","Life.Stage.Code","Activity.Code","Feature.Type","Sign.Type.Code","Sign.Count","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Eggs","Egg.Masses","Larvae"
"Wells Gray Park",2024,5,30,"2024-05-30",0,8,"Josie Hjermstad",10,676143,6216606,-120.17076,56.06215,"Transect - Start","A-LISY",1,"Adult ; Weather: sunny with Cloud cover <50%, 8 degrees Celsius. Calm","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Wells Gray Park",2024,5,30,"2024-05-30",0,8,"Josie Hjermstad",10,676143,6216606,-120.17076,56.06215,"Transect - Start","AMPHIBIA",55,"50-60 Tadpole; Weather: sunny with Cloud cover <50%, some drizzle, 8 degrees Celsius. Calm","VI","","","","",NA,NA,NA,NA,NA,NA,55
"Burges James Gadsden Park",2022,6,17,"2022-06-17",1545,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",15,"some noise","VI","","","","",NA,NA,NA,NA,NA,NA,15
"Burges James Gadsden Park",2022,6,17,"2022-06-17",1547,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",200,"some noise","VI","","","","",NA,NA,NA,NA,NA,NA,200
"Burges James Gadsden Park",2022,6,17,"2022-06-17",1548,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",250,"some noise","VI","","","","",NA,NA,NA,NA,NA,NA,250
"Burges James Gadsden Park",2022,6,17,"2022-06-17",1550,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",200,"some noise","VI","","","","",NA,NA,NA,NA,NA,NA,200
"Burges James Gadsden Park",2022,6,17,"2022-06-17",1550,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",400,"some noise","VI","","","","",NA,NA,NA,NA,NA,NA,400
"Burges James Gadsden Park",2022,6,17,"2022-06-17",1551,15,"Brett Mccullough",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",100,"some noise","VI","","","","",NA,NA,NA,NA,NA,NA,100
"Brandywine Falls Park",2016,4,22,"2016-04-22",1500,11,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",1,"old egg mass","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2016,4,22,"2016-04-22",1500,11,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",24,"NW Salamander egg mess","VI","","","","",NA,NA,NA,NA,24,NA,NA
"Brandywine Falls Park",2018,5,10,"2018-05-10",920,11,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-PSRE",41,"","CA","","","","",NA,NA,NA,NA,41,NA,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",3,"egg masses","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",2,"egg masses","VI","","","","",NA,NA,NA,NA,NA,2,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",13,"egg masses","VI","","","","",NA,NA,NA,NA,NA,13,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",3,"egg masses","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",4,"egg masses","VI","","","","",NA,NA,NA,NA,NA,4,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",7,"egg masses","VI","","","","",NA,NA,NA,NA,NA,7,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",3,"egg masses","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Brandywine Falls Park",2014,5,5,"2014-05-05",1215,15,"Jenn Plotnikoff",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"egg masses","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Hai Lake-Mount Herman Park",2023,6,30,"2023-06-30",0,NA,"Not Available",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",30,"Tiny frogs with tails.","VI","","","","",NA,NA,NA,NA,NA,NA,30
"Hai Lake-Mount Herman Park",2023,6,30,"2023-06-30",0,NA,"Not Available",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",150,"Shore of creek had many. Mix of both species 250+.","VI","","","","",NA,NA,NA,150,NA,NA,NA
"Hai Lake-Mount Herman Park",2023,6,30,"2023-06-30",0,NA,"Not Available",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",250,"Swarms in small creek.","VI","","","","",NA,NA,NA,NA,NA,NA,250
"Hai Lake-Mount Herman Park",2023,6,30,"2023-06-30",0,NA,"Not Available",9,526292,6029350,-128.59489,54.41121,"Transect - Start","AMPHIBIA",500,"Second swarm.","VI","","","","",NA,NA,NA,NA,NA,NA,500
"Hai Lake-Mount Herman Park",2023,6,30,"2023-06-30",0,NA,"Not Available",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-RALU",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Hai Lake-Mount Herman Park",2023,6,30,"2023-06-30",0,NA,"Not Available",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-RALU",150,"Shore of creek had many. Mix of both species 250+.","VI","","","","",NA,NA,NA,150,NA,NA,NA
"Lac du Bois Protected Area",2022,6,24,"2022-06-24",1200,16,"Riley Strang",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",3,"","VI","","","","",NA,NA,NA,3,NA,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",1,"grapefruit size, looked fresh","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",2,"large masses","VI","","","","",NA,NA,NA,NA,2,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-RAAU",2,"","VI","","","","",NA,NA,NA,NA,2,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"small mass, could be AMMA","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",1,"","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMGR",2,"","VI","","","","",NA,NA,NA,NA,2,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",1,"","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",1,"small, all eggs hatched","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",1,"","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",8,"8 masses close together","VI","","","","",NA,NA,NA,NA,8,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",1,"","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",5,"","VI","","","","",NA,NA,NA,NA,5,NA,NA
"Brandywine Falls Park",2020,4,23,"2020-04-23",1400,13,"Joanna Hirner",10,491538,5543851,-123.11819,50.04689,"Transect - Start","A-AMMA",43,"","VI","","","","",NA,NA,NA,NA,43,NA,NA
"Sutton Pass Ecological Reserve",2022,4,24,"2022-04-24",1330,13,"Judy Carlson",10,328999,5461247,-125.35122,49.28004,"Transect - Start","A-PSRE",1,"Singing from across the road","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2019,5,14,"2019-05-14",1120,15,"Tom Roos",11,454213,5449123,-117.62843,49.1932,"Transect - Start","NULL",0,"CA","CA","","","","",NA,NA,NA,NA,NA,NA,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",6,"best guess on species","VI","","","","",NA,NA,NA,NA,NA,NA,6
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",29,"best guess on species; smaller egg masses; some spent (hatched some not","VI","","","","",NA,NA,NA,NA,NA,29,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1140,12,"Katy Chambers",10,492161,5514690,-123.1089,49.78462,"Transect - Start","A-PSRE",3,"background noise was songbirds; heard individual calls from at least three locations; transect longer on 22 May by about 200 m","CA","","","","",NA,NA,NA,3,NA,NA,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-ANBO",62,"","VI","","","","",NA,NA,NA,NA,NA,NA,62
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-RAAU",2,"Dead; Best guess - possibly large PSRE","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-RAAU",3,"Best guess on species","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-AMGR",1,"best guess on species; gelatinous spent (hatched) egg mass","VI","","","","",NA,NA,NA,NA,NA,1,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-AMGR",4,"Dead; best guess, possibly AMMA; one neotenous (with gills); this individual too large to be a larva from this year","VI","","","","",NA,NA,NA,NA,NA,NA,4
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-AMGR",10,"spent (hatched)","VI","","","","",NA,NA,NA,NA,NA,10,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-AMMA",3,"best guess on species","VI","","","","",NA,NA,NA,NA,NA,3,NA
"Alice Lake Park",2013,5,22,"2013-05-22",1150,12,"Katy Chambers",10,492148,5514706,-123.10908,49.78476,"Transect - Start","AMPHIBIA",1,"unidentified frog","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Naikoon Park",2014,5,12,"2014-05-12",0,NA,"Erica Mcclaren",9,305562,5940277,-131.93684,53.57525,"Transect - Start","A-PSRE",100,"recently hatched; count >100.","VI","","","","",NA,NA,NA,NA,100,NA,NA
"Naikoon Park",2014,5,12,"2014-05-12",0,NA,"Erica Mcclaren",9,305562,5940277,-131.93684,53.57525,"Transect - Start","A-RAAU",12,"recently hatched","VI","","","","",NA,NA,NA,NA,12,NA,NA
"Mahoney Lake Ecological Reserve",2021,5,17,"2021-05-17",0,15,"Sara Bunge",11,312094,5462375,-119.58395,49.28521,"Transect - Start","A-PSRE",1,"moderate breeze; lake level still high","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Mahoney Lake Ecological Reserve",2021,5,17,"2021-05-17",0,15,"Sara Bunge",11,312386,5462824,-119.58015,49.28934,"Transect - Start","NULL",0,"gentle breeze; lots of bird noises(red winged blackbird, ducks, crickets)","CA","","","","",NA,NA,NA,NA,NA,NA,NA
"Bonaparte Park",2023,6,19,"2023-06-19",0,3,"Craig Baillie",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-ANBO",30,"tadpole","VI","","","","",NA,NA,NA,NA,NA,NA,30
"Bonaparte Park",2023,6,19,"2023-06-19",0,3,"Craig Baillie",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-ANBO",6,"adult","VI","","","","",NA,NA,NA,6,NA,NA,NA
"Bonaparte Park",2023,6,19,"2023-06-19",0,3,"Craig Baillie",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-ANBO",1,"juvenile","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Bonaparte Park",2023,6,19,"2023-06-19",0,3,"Craig Baillie",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-LISY",16,"eggsac; Not completely certain of wood frog ID","VI","","","","",NA,NA,NA,NA,16,NA,NA
"Bonaparte Park",2023,6,19,"2023-06-19",0,3,"Craig Baillie",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-LISY",1,"adult","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Lac du Bois Protected Area",2023,6,20,"2023-06-20",0,8,"Melany Leontowich",10,676742,5633953,-120.4902,50.83027,"Transect - Start","NULL",0,"nothing but mosquitos","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Call Lake Park",2021,4,16,"2021-04-16",915,4,"Darren Fillier",9,623014,6069830,-127.08821,54.76062,"Transect - Start","NULL",0,"no observations","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Call Lake Park",2022,4,22,"2022-04-22",1055,5,"Darren Fillier",9,623014,6069830,-127.08821,54.76062,"Transect - Start","A-ANBO",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Call Lake Park",2022,4,22,"2022-04-22",1005,5,"Darren Fillier",9,623014,6069830,-127.08821,54.76062,"Transect - Start","NULL",0,"no observations","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"White Lake Park",2023,5,23,"2023-05-23",0,22,"Not Available",11,342052,5639002,-119.24533,50.88108,"Transect - Start","AMPHIBIA",1,"Beige Frog","VI","","","","",NA,NA,NA,1,NA,NA,NA
"White Lake Park",2023,5,23,"2023-05-23",0,22,"Not Available",11,342052,5639002,-119.24533,50.88108,"Transect - Start","AMPHIBIA",1,"Tad Pole","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Lac du Bois Protected Area",2024,6,18,"2024-06-18",1438,14,"Timothy Gregonia",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-ANBO",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Lac du Bois Protected Area",2024,6,18,"2024-06-18",1347,14,"Timothy Gregonia",10,676742,5633953,-120.4902,50.83027,"Transect - Start","AMPHIBIA",1,"","VI","","","","",NA,NA,NA,NA,1,NA,NA
"Lac du Bois Protected Area",2024,6,18,"2024-06-18",1443,14,"Timothy Gregonia",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Lac du Bois Protected Area",2024,6,18,"2024-06-18",1455,14,"Timothy Gregonia",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Lac du Bois Protected Area",2024,6,18,"2024-06-18",1505,14,"Timothy Gregonia",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Lac du Bois Protected Area",2024,6,18,"2024-06-18",1510,14,"Timothy Gregonia",10,676742,5633953,-120.4902,50.83027,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Bonaparte Park",2014,5,23,"2014-05-23",1225,NA,"Sarma Liepens",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-PSRE",3,"transect is a complete circuit of the pond","VI","","","","",NA,NA,NA,3,NA,NA,NA
"Bonaparte Park",2014,5,23,"2014-05-23",1225,NA,"Sarma Liepens",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-AMMA",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Bonaparte Park",2014,5,23,"2014-05-23",1225,NA,"Sarma Liepens",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-AMMA",60,"at least 60 strings of eggs","VI","","","","",NA,NA,NA,NA,NA,60,NA
"Bonaparte Park",2014,5,23,"2014-05-23",1225,NA,"Sarma Liepens",10,678738,5666959,-120.44566,51.12618,"Transect - Start","AMPHIBIA",1,"near outflow; significantly larger than A-PRSE","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Bonaparte Park",2014,5,23,"2014-05-23",1225,NA,"Sarma Liepens",10,678738,5666959,-120.44566,51.12618,"Transect - Start","AMPHIBIA",1,"near outflow; count not provided.","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Bonaparte Park",2014,5,23,"2014-05-23",1225,NA,"Sarma Liepens",10,678738,5666959,-120.44566,51.12618,"Transect - Start","A-RALU",12,"very large clusters - 12 softball-sized clusters in group","VI","","","","",NA,NA,NA,NA,NA,12,NA
"Misty Lake Ecological Reserve",2023,4,21,"2023-04-21",0,5,"Heather Steere",9,623203,5607743,-127.25877,50.60855,"Survey Observation","A-AMGR",5,"5 round egg masses were observed. No waterfoul.","VI","","","","",NA,NA,NA,NA,NA,5,NA
"Call Lake Park",2023,5,9,"2023-05-09",0,NA,"Darren Fillier",9,623014,6069830,-127.08821,54.76062,"Transect - Start","A-ANBO",1,"1 adult moving through gully toward lake","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1325,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",50,"Transect  6;","VI","","","","",NA,NA,NA,NA,NA,NA,50
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1341,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",27,"Transect 1;","VI","","","","",NA,NA,NA,NA,NA,NA,27
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1354,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",32,"Transect 1;","VI","","","","",NA,NA,NA,NA,NA,NA,32
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1403,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",9,"Transect 1;","VI","","","","",NA,NA,NA,NA,NA,NA,9
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1404,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",110,"Transect 1;","VI","","","","",NA,NA,NA,NA,NA,NA,110
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1405,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",300,"Transect 2;","VI","","","","",NA,NA,NA,NA,NA,NA,300
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1410,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",700,"Transect  3;","VI","","","","",NA,NA,NA,NA,NA,NA,700
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1412,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",80,"Transect  3;","VI","","","","",NA,NA,NA,NA,NA,NA,80
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1415,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",115,"Transect  3;","VI","","","","",NA,NA,NA,NA,NA,NA,115
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1415,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"Transect  3; Hopped off mud into pond swam away was when swimming was about 8 inches long","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1419,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",175,"Transect  4;","VI","","","","",NA,NA,NA,NA,NA,NA,175
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1420,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"Transect  4;  Small frog Possible Columbia spotted","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1423,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",1,"Transect  5;","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1428,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",3,"Transect 7 ;","VI","","","","",NA,NA,NA,NA,NA,NA,3
"Burges James Gadsden Park",2023,6,29,"2023-06-29",1429,NA,"Liza Pegura",11,495185,5695910,-117.06924,51.41439,"Transect - Start","AMPHIBIA",19,"Transect 7 ;","VI","","","","",NA,NA,NA,NA,NA,NA,19
"Hai Lake-Mount Herman Park",2021,6,15,"2021-06-15",1326,12,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-ANBO",2,"","VI","","","","",NA,NA,NA,2,NA,NA,NA
"Hai Lake-Mount Herman Park",2021,6,15,"2021-06-15",1401,12,"Ben Sabal",9,526292,6029350,-128.59489,54.41121,"Transect - Start","A-RALU",1,"","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Yellow Point Bog Ecological Reserve",2021,4,6,"2021-04-06",2200,NA,"Rob Waters",10,441883,5433683,-123.79542,49.05328,"Transect - Start","A-PSRE",1,"","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Big Bar Lake Park",2013,7,12,"2013-07-12",1200,NA,"Sarma Liepins",10,582176,5685790,-121.82081,51.31747,"Transect - Start","A-RALU",5,"possible 6th frog - saw movement","VI","","","","",NA,NA,NA,5,NA,NA,NA
"Alice Lake Park",2020,4,21,"2020-04-21",1330,NA,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",1,"","CA","","","","",NA,NA,NA,1,NA,NA,NA
"Alice Lake Park",2020,4,21,"2020-04-21",1330,NA,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-PSRE",86,"eggs were older and disintegrating","VI","","","","",NA,NA,NA,NA,86,NA,NA
"Alice Lake Park",2020,4,21,"2020-04-21",1330,NA,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-RAAU",12,"old and breaking apart","VI","","","","",NA,NA,NA,NA,12,NA,NA
"Alice Lake Park",2020,4,21,"2020-04-21",1330,NA,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-AMGR",9,"","VI","","","","",NA,NA,NA,NA,9,NA,NA
"Alice Lake Park",2020,4,21,"2020-04-21",1330,NA,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start","A-AMMA",1,"looks like AGMR eggs but small cluster of ~6","VI","","","","",NA,NA,NA,NA,1,NA,NA
"White Lake Park",2021,6,20,"2021-06-20",1315,NA,"Not Available",11,342052,5639002,-119.24533,50.88108,"Transect - Start","A-ANBO",1,"Big","VI","","","","",NA,NA,NA,NA,NA,NA,NA
"Yellow Point Bog Ecological Reserve",2023,4,24,"2023-04-24",1145,NA,"Not Available",10,441986,5433798,-123.79403,49.05432,"Transect - Start","A-LICA",1,"T = 11:45, stn 2; bullfrog","VI","","","","",NA,NA,NA,NA,NA,NA,1
"Yellow Point Bog Ecological Reserve",2023,4,24,"2023-04-24",1150,NA,"Not Available",10,441986,5433798,-123.79403,49.05432,"Transect - Start","AMPHIBIA",1,"T = 11:50, stn 2","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,478612,5482081,-117.29533,49.49099,"Survey Observation","A-RALU",1,"AD","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454544,5448785,-117.62385,49.19018,"Survey Observation","A-RALU",1,"SA","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454537,5448752,-117.62394,49.18988,"Survey Observation","A-RALU",1,"AD","VI","","","","",NA,NA,NA,1,NA,NA,NA
"Champion Lakes Park",2022,6,6,"2022-06-06",0,NA,"Not Available",11,454623,5448648,-117.62275,49.18895,"Survey Observation","A-RALU",1,"AD","VI","","","","",NA,NA,NA,1,NA,NA,NA
